Wavl[A],Elm,Ion,Elow[eV],UnBrCalDep
5048.03,Fe,1,4.638,0.065
5048.06,Ni,1,3.8327,0.494
5048.12,Fe,1,2.99,0.025
5048.18,Fe,1,4.231,0.137
5048.22,Ti,1,2.154,0.063
5048.23,Ni,1,3.8474,0.347
5048.43,Fe,1,3.9597,0.732
5048.75,Cr,1,0.983,0.25
5048.84,Ni,1,3.8474,0.72
5048.95,Fe,1,4.209,0.228
5049.82,Fe,1,2.2786,0.893
5050.46,Fe,1,4.607,0.169
5050.58,Fe,1,2.198,0.031
5051.28,Fe,1,4.22,0.681
5051.51,Ni,1,3.655,0.656
5051.63,Fe,1,0.9146,0.914
5051.9,Cr,1,0.9414,0.358
5052.05,Ti,1,2.345,0.035
5052.17,C,1,7.685,0.197
5052.75,Sm,2,1.376,0.034
5052.87,Ti,1,2.175,0.411
5052.98,Fe,1,3.267,0.213
5053.28,W,1,0.207,0.021
5054.07,Ti,1,2.677,0.076
5054.64,Fe,1,3.64,0.623
5055.58,Cr,1,3.464,0.041
5055.98,Si,2,10.074,0.107
5055.99,Fe,1,4.312,0.273
5056.84,Fe,1,4.26,0.32
5057.48,Fe,1,4.415,0.061
5057.48,Fe,1,4.191,0.54
5057.97,Ni,1,3.635,0.488
5058.03,Fe,1,3.943,0.206
5058.5,Fe,1,3.642,0.199
5060.04,Fe,1,4.301,0.651
5060.08,Fe,1,0,0.705
5062.07,Fe,1,4.559,0.241
5062.11,Ti,1,2.1603,0.269
5063.35,Fe,1,4.191,0.067
5063.72,Nd,2,0.976,0.057
5064.06,Ti,1,2.695,0.114
5064.3,Sc,1,1.44,0.031
5064.58,Fe,1,4.076,0.123
5064.65,Ti,1,0.048,0.812
5064.95,Fe,1,4.256,0.634
5065.01,Fe,1,4.2563,0.811
5065.19,Fe,1,3.6417,0.732
5065.91,Cr,1,2.708,0.313
5065.98,Ti,1,1.443,0.191
5066.33,Ni,2,6.329,0.021
5066.83,Nd,2,0.559,0.021
5067.15,Fe,1,4.2204,0.731
5067.26,Fe,1,3.415,0.026
5067.51,Co,1,3.409,0.048
5067.71,Cr,1,2.709,0.429
5067.77,Ni,1,3.796,0.241
5068.29,Cr,1,1.004,0.261
5068.33,Ti,1,2.662,0.079
5068.77,Fe,1,2.9398,0.848
5068.78,Ni,1,3.847,0.172
5069.09,Ti,2,3.124,0.149
5069.35,Ti,1,2.154,0.174
5069.42,Fe,1,4.294,0.279
5069.47,Sm,2,1.266,0.032
5070.17,Sc,1,1.433,0.038
5070.95,Si,1,5.082,0.284
5071.11,Ti,1,3.148,0.024
5071.48,Ti,1,1.46,0.348
5071.51,Fe,1,4.559,0.489
5072.08,Fe,1,4.283,0.737
5072.28,Ti,2,3.124,0.46
5072.67,Fe,1,4.22,0.725
5072.73,Cr,1,3.104,0.022
5072.93,Cr,1,0.941,0.501
5073.72,Fe,1,4.26,0.178
5074.72,Fe,1,3.547,0.132
5074.75,Fe,1,4.2204,0.808
5074.83,Mn,1,3.373,0.32
5075.17,Fe,1,4.178,0.686
5075.29,Ni,1,3.841,0.239
5075.33,Fe,1,4.652,0.043
5075.36,Ce,2,1.026,0.063
5075.8,Sc,1,1.428,0.031
5076.17,Fe,1,2.832,0.043
5076.26,Fe,1,4.301,0.716
5076.33,Ni,1,3.655,0.436
5076.48,Ce,2,1.421,0.034
5076.58,Nd,2,0.742,0.152
5077.15,Nd,2,0.823,0.032
5077.36,Fe,1,3.301,0.047
5077.4,Co,1,3.952,0.026
5078.09,Fe,1,5.02,0.023
5078.1,Fe,1,3.071,0.03
5078.31,Zr,1,1.443,0.027
5078.53,Fe,1,3.547,0.136
5078.97,Fe,1,4.3013,0.795
5079.22,Fe,1,2.1979,0.851
5079.68,Ce,2,1.384,0.148
5079.74,Fe,1,0.9901,0.878
5079.95,Ni,1,1.826,0.645
5080.35,Fe,1,3.695,0.479
5080.53,Ni,1,3.6552,0.813
5080.79,Fe,1,2.949,0.07
5080.94,Fe,1,3.267,0.244
5081.11,Ni,1,3.8474,0.791
5081.51,Ni,1,4.538,0.08
5081.57,Sc,1,1.448,0.118
5081.87,Fe,1,3.882,0.088
5082.34,Ni,1,3.6577,0.714
5083.34,Fe,1,0.9582,0.899
5083.73,Sc,1,1.44,0.176
5084.09,Ni,1,3.679,0.78
5084.51,Ni,1,4.538,0.08
5084.54,Fe,1,3.695,0.104
5085.29,Fe,1,2.949,0.024
5085.33,Ni,1,3.679,0.036
5085.34,Ti,1,1.43,0.074
5085.47,Ni,1,3.658,0.382
5085.54,Sc,1,1.433,0.135
5085.68,Fe,1,4.178,0.115
5085.71,Co,1,0.629,0.024
5085.93,Fe,1,3.943,0.055
5086.25,Fe,1,4.988,0.023
5086.6,Fe,1,3.415,0.025
5086.83,Mn,1,3.378,0.141
5086.94,Sc,1,1.428,0.1
5087.06,Ti,1,1.43,0.517
5087.06,Fe,1,4.294,0.075
5087.14,Sc,1,2.146,0.027
5087.42,Y,2,1.084,0.722
5087.85,Co,1,4.025,0.037
5088.15,Fe,1,4.1543,0.535
5088.53,Ni,1,3.847,0.537
5088.8,Fe,1,4.608,0.057
5088.95,Ni,1,3.679,0.444
5089.83,Nd,2,0.205,0.105
5090.45,Fe,1,3.071,0.033
5090.49,Fe,1,4.652,0.054
5090.77,Fe,1,4.2563,0.785
5091.29,Co,1,0.582,0.033
5091.73,Fe,1,3.547,0.037
5091.73,Fe,1,3.415,0.033
5091.88,Cr,1,1.004,0.173
5092.79,Nd,2,0.38,0.195
5092.89,Si,1,5.082,0.066
5093.43,Cr,1,1.03,0.035
5093.97,Fe,1,4.913,0.095
5094.41,Ni,1,3.833,0.497
5094.62,Ti,1,2.487,0.027
5094.94,Co,1,2.042,0.184
5094.95,Fe,1,4.209,0.145
5095,Co,1,4.11,0.032
5096.52,Nd,2,0.55,0.033
5096.72,Sc,1,1.433,0.03
5096.73,Cr,1,3.551,0.052
5096.85,Ni,1,3.74,0.608
5097,Fe,1,4.2833,0.794
5097.31,Cr,2,3.714,0.14
5098.02,Co,1,4.049,0.03
5098.1,Fe,1,4.913,0.056
5098.37,Ti,1,3.161,0.037
5098.57,Fe,1,3.929,0.768
5098.7,Fe,1,2.1759,0.856
5099.07,Fe,1,3.9841,0.674
5099.18,Sc,1,1.44,0.039
5099.32,Ni,1,3.655,0.728
5099.63,Fe,1,4.26,0.145
5099.93,Ni,1,3.6785,0.761
5100.07,Co,1,4.113,0.032
5100.66,Fe,2,2.807,0.331
5100.85,Fe,2,5.911,0.086
5100.91,Fe,1,4.209,0.026
5100.96,Ti,1,2.25,0.026
5101.14,Sc,1,1.448,0.03
5101.97,Fe,1,4.638,0.021
5102.24,Fe,1,2.223,0.028
5102.39,Nd,2,0.68,0.085
5102.65,Fe,1,4.186,0.262
5102.96,Ni,1,1.676,0.722
5103.03,Ni,1,4.236,0.051
5103.09,Sm,2,1.166,0.039
5103.12,Ti,1,2.738,0.031
5104.03,Fe,1,3.017,0.476
5104.19,Fe,1,4.178,0.352
5104.44,Fe,1,4.283,0.443
5104.48,Sm,2,0.998,0.027
5105.23,Nd,2,1.136,0.041
5105.54,Cu,1,1.389,0.793
5106.24,Fe,1,4.913,0.101
5106.46,Fe,1,4.607,0.27
5106.62,Fe,1,4.284,0.021
5107.45,Fe,1,0.9901,0.887
5107.52,Al,1,3.143,0.108
5107.57,Nd,2,0.823,0.137
5107.64,Fe,1,1.5574,0.884
5107.94,Al,1,3.143,0.055
5107.94,Ni,1,4.538,0.03
5108.4,Fe,1,4.559,0.523
5108.62,Fe,1,4.607,0.024
5108.9,Co,1,3.93,0.126
5108.91,Cr,1,2.708,0.056
5109.43,Ti,1,1.443,0.189
5109.65,Fe,1,4.301,0.684
5110.27,Fe,1,4.956,0.067
5110.31,Fe,1,4.607,0.174
5110.36,Fe,1,3.573,0.746
5110.37,Pr,2,0.508,0.044
5110.41,Fe,1,0,0.906
5110.44,Fe,1,4.26,0.144
5110.75,Cr,1,2.7088,0.328
5110.76,Pr,2,1.148,0.058
5111.36,Fe,1,3.547,0.09
5111.86,Fe,1,4.913,0.098
5112.27,Zr,2,1.665,0.163
5112.48,Cr,1,1.004,0.085
5113.13,Cr,1,2.71,0.231
5113.22,Co,1,2.08,0.106
5113.23,Fe,1,4.218,0.031
5113.44,Ti,1,1.443,0.507
5114.51,Fe,1,4.593,0.059
5114.56,La,2,0.235,0.17
5115.16,Fe,1,4.956,0.043
5115.39,Ni,1,3.834,0.748
5115.78,Fe,1,3.5732,0.339
5116.04,Fe,1,4.143,0.241
5116.69,Sm,2,0.933,0.026
5117.17,Ce,2,1.402,0.052
5117.43,Cr,1,3.556,0.023
5117.93,Mn,1,3.134,0.389
5119.11,Y,2,0.992,0.257
5119.32,Cr,1,3.422,0.076
5119.62,Nd,2,0.68,0.021
5119.9,Fe,1,3.882,0.081
5120.35,Fe,2,2.828,0.294
5120.41,Ti,1,2.578,0.406
5120.89,Fe,1,4.446,0.068
5121.56,Ni,1,3.941,0.482
5121.64,Fe,1,4.2833,0.738
5121.97,Fe,1,3.547,0.036
5122.12,Cr,1,1.0301,0.223
5122.77,Cr,1,3.368,0.078
5122.77,Co,1,3.665,0.122
5122.99,La,2,0.321,0.199
5123.21,Y,2,0.992,0.526
5123.27,Fe,1,3.301,0.023
5123.28,Fe,1,4.415,0.132
5123.46,Cr,1,1.03,0.327
5123.72,Fe,1,1.0111,0.885
5123.78,Nd,2,0.38,0.192
5124.05,Fe,1,4.608,0.125
5124.07,Ti,1,1.502,0.725
5124.6,Fe,1,3.301,0.285
5124.72,Fe,1,4.913,0.135
5124.8,Co,1,4.049,0.051
5124.86,Si,1,4.92,0.025
5124.98,Zr,2,1.532,0.056
5125.11,Fe,1,4.22,0.794
5125.23,Ni,1,3.679,0.686
5125.6,Si,1,5.082,0.27
5125.71,Co,1,3.93,0.034
5125.84,Fe,1,4.143,0.231
5126.13,Fe,1,3.237,0.128
5126.18,Cr,1,3.369,0.057
5126.19,Fe,1,4.2563,0.703
5126.2,Co,1,3.622,0.158
5126.5,Cr,1,3.369,0.121
5126.82,Ni,1,3.699,0.671
5127.06,Ti,1,2.677,0.021
5127.34,Fe,1,4.294,0.037
5127.35,Fe,1,4.988,0.024
5127.36,Fe,1,0.9146,0.876
5127.68,Fe,1,0.052,0.32
5127.87,Fe,2,5.571,0.087
5128.03,Si,1,5.082,0.173
5128.08,Ni,1,3.699,0.057
5128.49,V,1,2.286,0.07
5129.15,Ti,2,1.892,0.753
5129.37,Ni,1,3.679,0.69
5129.53,Pr,2,0.648,0.041
5129.63,Fe,1,3.9433,0.589
5130.36,Ni,1,3.841,0.409
5130.42,Cr,1,3.435,0.102
5130.59,Nd,2,1.304,0.257
5130.91,Fe,1,4.313,0.055
5131.31,Ti,2,1.893,0.134
5131.47,Fe,1,2.2227,0.799
5131.77,Ni,1,3.699,0.425
5132.33,Nd,2,0.559,0.117
5132.67,Fe,2,2.807,0.375
5133.47,Co,1,3.93,0.257
5133.68,Fe,1,4.178,0.821
5134.65,Fe,1,3.984,0.024
5135.14,Pr,2,0.95,0.037
5135.92,Cr,1,3.375,0.056
5136.09,Fe,1,4.1863,0.346
5136.66,Fe,1,3.929,0.042
5136.8,Fe,2,2.844,0.248
5136.83,Nd,2,0.631,0.026
5137.07,Ni,1,1.676,0.804
5137.38,Fe,1,4.178,0.774
5137.93,Cr,1,3.422,0.035
5138.4,V,1,2.269,0.056
5138.71,Cr,1,0.983,0.05
5138.84,Cr,1,3.375,0.039
5139.25,Fe,1,2.9981,0.867
5139.26,Ni,1,3.658,0.562
5139.46,Fe,1,2.9398,0.888
5139.65,Cr,1,3.422,0.405
5141.56,Fe,1,3.695,0.026
5141.74,Fe,1,2.4241,0.816
5142.26,Cr,1,2.709,0.114
5142.45,Fe,1,4.559,0.428
5142.47,Co,1,4.049,0.031
5142.49,Fe,1,4.301,0.72
5142.54,Fe,1,4.256,0.773
5142.77,Ni,1,3.7058,0.74
5142.93,Ni,1,3.699,0.663
5142.93,Fe,1,0.958,0.871
5143.34,Nd,2,0.182,0.039
5143.72,Fe,1,2.1979,0.393
5143.89,Ni,1,3.847,0.128
5144.67,Cr,1,2.7099,0.275
5145.04,Si,1,4.93,0.055
5145.09,Fe,1,2.1979,0.713
5145.2,Si,1,4.93,0.022
5145.46,Ti,1,1.4602,0.568
5145.53,Co,1,4.058,0.037
5145.73,Fe,1,3.695,0.075
5146.13,Fe,2,2.828,0.382
5146.3,Fe,1,4.371,0.242
5146.48,Ni,1,3.706,0.763
5146.75,Co,1,3.568,0.257
5147.09,Sc,1,2.146,0.2
5147.48,Ti,1,0,0.592
5147.57,Ce,2,1.279,0.031
5147.68,Fe,1,4.956,0.043
5148.04,Fe,1,4.283,0.728
5148.23,Fe,1,4.256,0.78
5148.66,Ni,1,3.679,0.21
5148.7,V,1,2.256,0.044
5148.84,Na,1,2.102,0.211
5149.09,Co,1,4.049,0.047
5149.16,Mn,1,3.134,0.106
5149.5,Fe,1,3.943,0.048
5149.78,Co,1,1.74,0.073
5150.12,Fe,1,3.071,0.027
5150.17,Cr,1,3.449,0.053
5150.2,Fe,1,3.573,0.297
5150.61,Ti,1,2.25,0.024
5150.84,Fe,1,0.9901,0.88
5150.93,Mn,1,3.135,0.445
5150.94,Fe,2,2.856,0.189
5151.83,Cr,1,1.004,0.05
5151.91,Fe,1,1.0111,0.872
5152.18,Ti,1,0.021,0.612
5152.3,Pr,2,0.055,0.022
5153.23,Cu,1,3.786,0.649
5153.4,Na,1,2.104,0.341
5153.5,Cr,2,3.758,0.217
5154.06,Co,1,3.952,0.072
5154.07,Ti,2,1.566,0.728
5154.1,Fe,1,3.882,0.603
5154.4,Ce,2,0.812,0.023
5154.41,Fe,2,2.844,0.274
5155.04,Sm,2,1.076,0.023
5155.1,C,1,8.647,0.036
5155.13,Ni,1,3.8983,0.641
5155.76,Ni,1,3.8983,0.742
5155.91,Co,1,4.149,0.023
5156.02,Si,1,5.082,0.088
5156.36,Co,1,4.058,0.089
5156.73,La,2,0.126,0.038
5157.7,Ni,1,3.706,0.155
5157.98,Ni,1,3.606,0.392
5158.44,Co,1,4.064,0.034
5158.78,Fe,2,0.232,0.075
5158.85,Co,1,4.049,0.057
5159.05,Fe,1,4.283,0.71
5159.31,V,1,2.247,0.029
5159.67,Co,1,3.409,0.023
5159.83,Fe,1,3.267,0.048
5159.95,Fe,1,4.301,0.112
5160.84,Fe,2,5.569,0.073
5160.9,Ti,1,1.502,0.179
5161.18,Fe,2,2.856,0.164
5161.29,Fe,1,4.284,0.081
5161.71,Nd,2,0.742,0.036
5161.74,Pr,2,0.483,0.027
5161.76,Cr,1,2.71,0.145
5162.27,Fe,1,4.1777,0.847
5162.38,Fe,1,2.609,0.04
5162.91,Ni,1,3.833,0.134
5163.34,Co,1,4.058,0.061
5163.61,La,2,0.244,0.032
5163.98,Fe,1,4.988,0.029
5164.11,Fe,1,4.191,0.168
5164.55,Fe,1,4.4347,0.581
5164.69,Fe,1,2.588,0.108
5164.91,Fe,1,4.143,0.293
5165.13,Nd,2,0.68,0.083
5165.14,Co,1,1.71,0.059
5165.41,Fe,1,4.2204,0.78
5165.8,Ca,1,4.624,0.032
5166.06,Co,1,4.259,0.048
5166.1,Cr,1,3.435,0.035
5166.22,Cr,1,3.435,0.366
5166.28,Fe,1,0,0.894
5167.32,Mg,1,2.709,0.913
5167.49,Fe,1,1.4848,0.935
5167.72,Fe,1,3.415,0.291
5167.73,Ni,1,4.266,0.034
5167.92,Nd,2,0.559,0.041
5167.95,Cr,1,3.435,0.048
5168.62,Cr,1,1.03,0.023
5168.66,Ni,1,3.6988,0.713
5168.9,Fe,1,0.052,0.886
5169.03,Fe,2,2.891,0.873
5169.3,Fe,1,4.076,0.031
5169.47,Fe,1,4.294,0.038
5169.69,Dy,2,0.103,0.023
5170.44,Fe,1,4.733,0.051
5171.02,Ru,1,0.928,0.022
5171.32,Fe,1,4.956,0.035
5171.6,Fe,1,1.485,0.905
5171.64,Fe,2,2.807,0.118
5171.67,Fe,1,3.642,0.612
5172.2,Fe,1,2.559,0.113
5172.68,Mg,1,2.712,0.933
5172.87,Ni,1,3.699,0.522
5172.99,Fe,2,5.911,0.021
5173.04,Fe,1,4.638,0.069
5173.5,Fe,1,2.99,0.109
5173.74,Ti,1,0,0.812
5173.9,Pr,2,0.968,0.093
5174.03,Fe,1,4.607,0.218
5175.71,Fe,1,0.087,0.051
5176.02,Co,1,4.072,0.023
5176.07,Co,1,2.08,0.28
5176.29,Gd,2,1.06,0.022
5176.56,Ni,1,3.8983,0.672
5176.77,V,1,2.638,0.039
5176.78,Nd,2,1.121,0.023
5176.99,Fe,1,4.638,0.056
5177.23,Fe,1,3.694,0.36
5177.4,Cr,1,3.428,0.332
5177.6,Co,1,4.149,0.072
5177.96,Fe,1,4.988,0.037
5178.03,Cr,1,4.44,0.022
5178.65,Ti,1,1.067,0.021
5178.79,Fe,1,4.386,0.318
5178.96,Fe,2,2.856,0.03
5179.12,Ni,1,3.898,0.226
5179.68,Co,1,4.149,0.073
5180.06,Fe,1,4.4732,0.601
5180.18,Co,1,3.952,0.086
5180.53,Fe,2,2.844,0.034
5181.16,Ni,1,4.266,0.09
5181.17,Nd,2,0.859,0.058
5182.59,Nd,2,0.745,0.049
5182.74,Ni,1,4.089,0.233
5183.18,Ti,1,2.738,0.031
5183.4,Cr,1,1.004,0.032
5183.41,La,2,0.403,0.274
5183.6,Mg,1,2.717,0.937
5183.71,Ti,2,1.892,0.316
5183.81,Ti,1,1.067,0.022
5184.15,Fe,1,5.033,0.021
5184.18,Fe,1,4.313,0.192
5184.25,Fe,1,4.991,0.118
5184.27,Fe,1,4.2833,0.705
5184.56,Ni,1,3.706,0.632
5184.56,Cr,1,3.41,0.433
5184.86,Fe,1,4.956,0.052
5185.73,Fe,1,3.573,0.521
5185.9,Ti,2,1.893,0.708
5186.33,Ti,1,2.117,0.188
5186.55,Ni,1,3.898,0.245
5186.75,Fe,1,4.301,0.05
5187.45,Co,1,4.072,0.057
5187.46,Ce,2,1.212,0.126
5187.82,Ni,1,3.706,0.173
5187.91,Fe,1,4.1427,0.665
5188.21,La,2,2.449,0.021
5188.36,Fe,1,4.446,0.041
5188.68,Ti,2,1.582,0.812
5188.84,Ca,1,2.933,0.76
5189.58,Ti,1,2.239,0.095
5189.79,Mn,1,4.425,0.022
5191.32,Pr,2,0.422,0.03
5191.43,Cr,2,3.758,0.05
5191.43,Nd,2,0.205,0.262
5191.45,Fe,1,3.0385,0.873
5191.59,Fe,2,3.197,0.029
5191.59,Zr,2,1.756,0.179
5191.63,Ce,2,0.869,0.056
5191.99,Cr,1,3.395,0.449
5192.34,Fe,1,2.9981,0.885
5192.39,Co,1,4.147,0.063
5192.49,Ni,1,3.699,0.454
5192.61,Nd,2,1.136,0.249
5192.87,Dy,2,0,0.025
5192.97,V,1,2.316,0.145
5192.97,Ti,1,0.0211,0.819
5193.43,V,2,2.525,0.034
5193.49,Cr,1,3.422,0.278
5193.58,V,1,2.253,0.021
5193.88,Ti,1,2.345,0.089
5194.04,Ti,1,2.1029,0.212
5194.77,V,1,2.295,0.059
5194.87,V,1,2.264,0.028
5194.94,Fe,1,1.557,0.883
5195.31,Pr,2,0.795,0.023
5195.35,V,1,2.278,0.069
5195.47,Fe,1,4.2204,0.808
5195.94,Co,1,3.971,0.056
5196.06,Fe,1,4.256,0.751
5196.42,Y,2,1.748,0.164
5196.45,Cr,1,3.449,0.482
5196.56,Cr,1,3.449,0.438
5196.59,Mn,1,3.135,0.493
5197.16,Ni,1,3.898,0.407
5197.22,Mn,1,3.135,0.123
5197.58,Fe,1,4.956,0.073
5197.58,Fe,2,3.23,0.739
5197.74,Fe,1,5.064,0.033
5197.93,Fe,1,4.301,0.455
5198.71,Fe,1,2.2227,0.835
5198.87,Fe,1,3.547,0.043
5199.7,Fe,1,3.547,0.063
5200.12,Nd,2,0.559,0.166
5200.12,Mn,1,4.429,0.029
5200.17,Cr,1,3.385,0.32
5200.37,Ni,1,4.088,0.194
5200.41,Y,2,0.992,0.631
5201.08,Ti,1,2.092,0.244
5201.28,Mn,1,4.429,0.04
5202.26,Fe,1,4.256,0.708
5202.34,Fe,1,2.176,0.848
5203.79,Ni,1,5.284,0.037
5204.51,Cr,1,0.941,0.897
5204.58,Fe,1,0.087,0.852
5204.69,Fe,1,2.949,0.041
5204.95,Fe,1,2.99,0.037
5205.2,Fe,1,4.991,0.038
5205.29,Fe,1,4.26,0.105
5205.41,Fe,1,4.913,0.027
5205.72,Y,2,1.033,0.686
5205.95,Fe,1,3.252,0.053
5206.04,Cr,1,0.9414,0.898
5206.09,Ti,1,2.487,0.267
5206.2,Cr,1,2.708,0.336
5206.54,Cr,1,3.435,0.102
5206.56,Pr,2,0.95,0.035
5206.6,Fe,1,4.294,0.081
5206.8,Fe,1,4.283,0.123
5207.85,Ti,1,2.085,0.177
5207.9,Pr,2,0.795,0.022
5207.94,Fe,1,3.635,0.372
5208.1,Cr,1,2.709,0.143
5208.43,Cr,1,0.9414,0.904
5208.59,Fe,1,3.241,0.833
5208.84,Cr,1,1.03,0.033
5208.96,Fe,1,2.609,0.036
5209.88,Fe,1,3.237,0.185
5210.04,Co,1,3.409,0.029
5210.39,Ti,1,0.048,0.826
5210.54,Sc,1,2.509,0.029
5210.82,Cr,2,4.042,0.029
5210.84,Co,1,4.147,0.062
5210.87,Cr,2,3.758,0.096
5211.21,Fe,1,3.415,0.137
5211.22,Ti,1,0.836,0.221
5211.53,Ti,2,2.59,0.608
5211.82,Co,1,3.952,0.055
5212.22,Cr,1,3.321,0.043
5212.28,Ti,1,2.25,0.186
5212.36,Nd,2,0.205,0.142
5212.43,Fe,1,4.607,0.04
5212.69,Co,1,3.5145,0.248
5212.99,Ti,1,2.231,0.085
5213.34,Fe,1,4.386,0.159
5213.81,Fe,1,3.943,0.144
5214.13,Cr,1,3.3694,0.303
5214.47,Co,1,3.971,0.04
5214.61,Fe,1,4.294,0.188
5214.61,Cr,1,3.322,0.032
5214.73,Co,1,3.952,0.193
5215.18,Fe,1,3.2658,0.83
5215.28,Cr,1,3.449,0.179
5215.31,Mn,1,4.435,0.075
5215.65,Nd,2,1.264,0.025
5215.93,V,2,2.276,0.061
5216.27,Fe,1,1.608,0.892
5216.47,Ni,1,3.74,0.382
5217.39,Fe,1,3.2112,0.822
5217.69,Fe,1,3.984,0.033
5217.92,Fe,1,3.64,0.603
5217.93,Ni,1,4.105,0.093
5218.08,Ti,1,2.396,0.031
5218.2,Cu,1,3.8167,0.638
5218.25,Ni,1,3.796,0.066
5218.5,Fe,1,4.58,0.054
5219.01,Co,1,3.665,0.047
5219.05,Pr,2,0.795,0.038
5219.14,Si,1,4.954,0.077
5219.63,Sc,1,2.509,0.024
5219.7,Ti,1,0.021,0.462
5220.07,Cu,1,3.817,0.245
5220.11,Pr,2,0.796,0.097
5220.26,Ti,1,2.334,0.053
5220.28,Ni,1,3.7397,0.405
5220.89,Cr,1,3.385,0.17
5221.04,Fe,1,4.294,0.486
5221.43,Fe,1,0.052,0.247
5221.57,Nd,2,0.38,0.045
5221.75,Cr,1,3.375,0.231
5221.76,Fe,1,3.2739,0.329
5222.4,Fe,1,2.279,0.355
5222.49,Co,1,3.971,0.021
5222.67,Cr,1,2.708,0.222
5222.67,Ti,1,2.085,0.26
5222.93,Mg,1,4.346,0.129
5223.18,Fe,1,3.6352,0.482
5223.62,Ti,1,2.092,0.32
5223.88,Cr,1,3.648,0.072
5224.06,Cr,1,3.41,0.151
5224.14,Ti,1,0.826,0.059
5224.3,Fe,1,2.176,0.273
5224.3,Ti,1,2.1344,0.485
5224.53,Cr,1,3.368,0.057
5224.54,Ti,1,2.103,0.422
5224.58,Cr,1,2.709,0.063
5224.9,Ni,1,4.419,0.18
5224.93,Cr,1,3.45,0.554
5224.93,Ti,1,2.117,0.52
5225.02,Cr,1,3.428,0.406
5225.04,Nd,2,0.745,0.064
5225.53,Fe,1,0.1101,0.821
5225.53,Fe,1,5.033,0.025
5226.54,Ti,2,1.566,0.788
5226.86,Fe,1,3.0385,0.87
5226.9,Fe,1,4.294,0.478
5226.9,Cr,1,3.375,0.021
5227.07,Cr,1,2.71,0.151
5227.15,Fe,1,2.424,0.86
5227.19,Fe,1,1.5574,0.925
5227.48,Fe,2,10.452,0.022
5227.5,Fe,1,5.033,0.105
5227.71,V,2,2.514,0.031
5227.88,Ti,2,2.598,0.253
5228.07,Ni,1,4.419,0.056
5228.11,Fe,1,4.371,0.254
5228.38,Fe,1,4.22,0.621
5228.42,Nd,2,0.38,0.048
5228.96,Fe,1,3.64,0.022
5229.85,Fe,1,3.283,0.811
5229.87,Fe,1,4.2204,0.786
5230.2,Co,1,1.74,0.446
5230.36,Co,1,4.11,0.086
5230.62,Fe,1,4.796,0.06
5230.69,Fe,1,4.294,0.094
5230.97,Ti,1,2.239,0.073
5231.26,Fe,1,5.086,0.022
5231.4,Fe,1,3.573,0.179
5231.83,Ni,1,3.74,0.102
5232.5,Cr,2,4.071,0.164
5232.92,Ce,2,1.32,0.032
5232.94,Fe,1,2.9398,0.905
5233.81,Ti,1,0.818,0.068
5234.02,Ce,2,1.026,0.028
5234.07,V,1,2.359,0.135
5234.19,Nd,2,0.55,0.156
5234.63,Fe,2,3.221,0.745
5234.72,Co,1,4.175,0.098
5235.19,Co,1,2.1367,0.365
5235.39,Fe,1,4.0759,0.74
5235.41,Fe,1,2.588,0.105
5235.49,Ni,1,3.898,0.367
5236.2,Fe,1,4.186,0.564
5236.38,Fe,1,4.312,0.127
5237.07,Ce,2,1.32,0.022
5237.08,Co,1,4.175,0.075
5237.26,Fe,1,3.547,0.076
5237.33,Cr,2,4.073,0.546
5237.54,Ti,1,1.502,0.396
5237.83,Cr,1,3.648,0.104
5238.25,Fe,1,3.984,0.056
5238.47,Fe,1,4.913,0.093
5238.54,Ti,1,2.092,0.107
5238.54,Sr,1,2.259,0.174
5238.59,Ti,1,0.848,0.259
5238.62,Fe,2,2.891,0.036
5238.96,Cr,1,2.7088,0.288
5239.81,Sc,2,1.455,0.634
5239.91,Fe,1,5.086,0.033
5239.94,Ti,1,0.813,0.041
5240.36,Fe,1,3.267,0.113
5240.47,Cr,1,3.668,0.174
5240.63,Fe,1,5.067,0.026
5240.76,Fe,1,5.067,0.027
5240.86,V,1,2.374,0.141
5241.46,Cr,1,2.71,0.073
5241.9,Fe,1,4.415,0.137
5242.49,Fe,1,3.6344,0.788
5243.14,Cr,1,3.648,0.052
5243.3,Cr,1,4.446,0.089
5243.35,Cr,1,3.395,0.358
5243.46,Cr,2,4.042,0.08
5243.53,Co,1,3.409,0.123
5243.7,Ti,1,2.345,0.027
5243.77,Fe,1,4.2563,0.68
5243.8,Ni,1,3.706,0.057
5245.6,Ni,1,4.089,0.03
5245.63,Fe,1,4.313,0.731
5245.72,Fe,1,5.086,0.189
5245.73,Fe,1,3.415,0.15
5245.99,Fe,1,3.252,0.022
5246.09,Fe,1,4.913,0.067
5246.13,Ti,1,2.506,0.069
5246.35,Ti,1,0.813,0.04
5246.55,Ti,1,0.836,0.047
5246.64,Ti,1,2.408,0.041
5246.77,Cr,2,3.714,0.207
5247.05,Fe,1,0.0873,0.811
5247.29,Ti,1,2.103,0.243
5247.57,Cr,1,0.961,0.781
5247.91,Co,1,1.785,0.255
5248.37,Ni,1,3.941,0.1
5248.38,Ti,1,1.879,0.036
5249.03,Ni,1,3.941,0.027
5249.11,Fe,1,4.4732,0.461
5249.41,Ca,1,4.763,0.055
5249.44,Cr,2,3.758,0.135
5249.58,Nd,2,0.976,0.285
5249.68,Fe,1,4.733,0.049
5250,Co,1,4.175,0.279
5250.21,Fe,1,0.1213,0.8
